request_id,ok,ttft,latency,prompt_tokens,completion_tokens,total_tokens,token_count_source,output_chars,tpot,timed_out,error
274,True,0.13443630700930953,1.7418831179384142,161,128,289,server_usage,591,0.012657061503378777,False,
275,True,0.13472871691919863,1.7451463709585369,157,128,285,server_usage,575,0.012680453968813687,False,
276,True,0.13305095909163356,1.7427484272047877,158,128,286,server_usage,588,0.012674783213489403,False,
277,True,0.13244468811899424,1.7398649300448596,155,128,283,server_usage,588,0.012656852298628861,False,
278,True,0.13256226922385395,1.7435102711897343,161,128,289,server_usage,611,0.012684629936739215,False,
279,True,0.13165495079010725,1.7410091429483145,157,128,285,server_usage,588,0.012672080253214231,False,
280,True,0.1293910201638937,1.7356811549980193,159,128,287,server_usage,575,0.012647953817591541,False,
281,True,0.16309682396240532,1.745747301960364,162,128,290,server_usage,611,0.0124618147873855,False,
282,True,0.1616520038805902,1.743752877926454,160,128,288,server_usage,611,0.012457487197211526,False,
283,True,0.16299397987313569,1.7449231299106032,161,128,289,server_usage,611,0.012456135039665098,False,
284,True,0.16269625001586974,1.742911865003407,159,128,287,server_usage,587,0.012442642637697144,False,
285,True,0.16233658301644027,1.7453544929157943,161,128,289,server_usage,575,0.012464707951963418,False,
286,True,0.16116848401725292,1.7435633109416813,158,128,286,server_usage,605,0.012459801786806522,False,
287,True,0.16151253203861415,1.7438410939648747,160,128,288,server_usage,611,0.012459280015167407,False,
288,True,0.027753771049901843,1.727558024926111,157,128,285,server_usage,575,0.013384285463592199,False,
289,True,0.027231527026742697,1.7255895091220737,157,128,285,server_usage,611,0.01337289749681363,False,
290,True,0.0825272488873452,1.7401539729908109,157,128,285,server_usage,611,0.013052178929948548,False,
291,True,0.0824474380351603,1.7420684769749641,159,128,287,server_usage,607,0.013067882196376408,False,
292,True,0.08231067098677158,1.7403713420499116,157,128,285,server_usage,591,0.013055595835142835,False,
293,True,0.08186328015290201,1.7409799192100763,160,128,288,server_usage,611,0.013063910543757279,False,
294,True,0.08145225583575666,1.7368277518544346,157,128,285,server_usage,611,0.01303445272455652,False,
295,True,0.08107620803639293,1.7403917210176587,159,128,287,server_usage,611,0.013065476480167447,False,
296,True,0.08014473505318165,1.7388196119572967,157,128,285,server_usage,481,0.013060432101607206,False,
297,True,0.07980554597452283,1.735836376901716,159,128,287,server_usage,582,0.013039612841946402,False,
298,True,0.07976518012583256,1.7348322661127895,154,128,282,server_usage,607,0.013032024299109898,False,
299,True,0.07921650703065097,1.736451884964481,154,128,282,server_usage,611,0.013049097464045905,False,
300,True,0.07868268201127648,1.7335922420024872,160,128,288,server_usage,607,0.013030783936938666,False,
301,True,0.13985272217541933,1.7440960141830146,161,128,289,server_usage,580,0.012631836944941695,False,
302,True,0.13831232208758593,1.7392948360648006,158,128,286,server_usage,591,0.012606161527379643,False,
303,True,0.137396648991853,1.7384525809902698,158,128,286,server_usage,611,0.012606739622034778,False,
304,True,0.1374472640454769,1.7405226570554078,155,128,283,server_usage,611,0.012622640889841975,False,
305,True,0.13792311004363,1.7410765900276601,158,128,286,server_usage,587,0.01262325574790575,False,
306,True,0.1373288610484451,1.739814514061436,160,128,288,server_usage,575,0.012617997267818827,False,
